Procedure Type,PROCEDURE NAME,Procedure End Goal,Procedure File Number,Step Number,EPRL,TEXT
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,29,Waiting (What),When finished
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,29,Waiting (Where),Screen
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,30,Action (How),"by selecting ""DCApp"","
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,30,Action (What),Monitor progress checking out crew window
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,30,Action (Where),HC
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,30,Decision (What),If required
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,30,Trigger (How),"""Grab HC Focus"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,30,Trigger (What),At the desired rock location
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,30,Trigger (Where),Right Monitor
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,30,Verification (How),button is Blue
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,30,Verification (What),ensure
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,30,Verification (Where),bottom
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,30,Waiting (How)," status changes from ""Uncaptured"" to ""Captured"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,30,Waiting (What),When finished
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,30,Waiting (Where),Screen
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,31,Action (How),"by selecting ""DCApp"","
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,31,Action (What),"Select ""Joint Auto Mode"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,31,Action (Where),HC
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,31,Decision (What),If required
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,31,Trigger (How),"""Joint Auto Mode"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,31,Trigger (What),At the desired rock location
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,31,Trigger (Where),Left Monitor
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,31,Verification (How),button turns blue
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,31,Verification (What),ensure
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,31,Verification (Where),left
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,31,Waiting (How)," status changes from ""Uncaptured"" to ""Captured"""
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,31,Waiting (What),When finished
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,31,Waiting (Where),Screen
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,32,Action (How),"by selecting ""DCApp"","
Operator Interacting with UI,RMS Sample Return Canister Transfer,"Using the Robotic Manipulator System (RMS) on the Gateway, capture the Sample Return Canister (SRC) from the Sample Return Vehicle (SRV). The SRC contains rocks collected with a telerobotic rover from the lunar surface. The SRC is inside the SRV which was launched by the Lunar Ascent Vehicle (LAV).",HAL_5_122.pdf,32,Action (What),"Select ""Stow SAL"""
