Procedure,Airplane_Model,Date,Time,Index,start,end,label,label2,text
A320-Takeoff,A320,44741,0.815684027777778,576,5104,5119,Action (Where),Action,an ecam caution
A320-Takeoff,A320,44741,0.815684027777778,577,5128,5138,Action (How),Action,triggered
A320-Takeoff,A320,44741,0.815684027777778,578,5142,5173,Action (What),Action,pack 2 may be selected earlier
A320-Takeoff,A320,44741,0.815684027777778,579,5142,5148,Action (Where),Action,pack 2
A320-Takeoff,A320,44741,0.815684027777778,580,5156,5164,Action (How),Action,selected
A320-Takeoff,A320,44741,0.815684027777778,581,5174,5198,Trigger (What),Trigger,at acceleration altitude
A320-Takeoff,A320,44741,0.815684027777778,582,5203,5249,Action (What),Action,announce fma thr clb/op clb  or  thr clb/clb
A320-Takeoff,A320,44741,0.815684027777778,583,5203,5215,Action (Where),Action,announce fma
A320-Takeoff,A320,44741,0.815684027777778,584,5216,5249,Action (How),Action,thr clb/op clb  or  thr clb/clb
A320-Takeoff,A320,44741,0.815684027777778,585,5250,5348,Action (What),Action,check the target speed change from v2 + 10 to the first clb speed  eitherpreselected or managed
A320-Takeoff,A320,44741,0.815684027777778,586,5256,5279,Action (Where),Action,the target speed change
A320-Takeoff,A320,44741,0.815684027777778,587,5916,5926,Trigger (What),Trigger,at f speed
A320-Takeoff,A320,44741,0.815684027777778,588,5929,5944,Action (What),Action,order flaps 1
A320-Takeoff,A320,44741,0.815684027777778,589,5929,5934,Action (Where),Action,order
A320-Takeoff,A320,44741,0.815684027777778,590,5935,5944,Action (How),Action,flaps 1
A320-Takeoff,A320,44741,0.815684027777778,591,5947,5961,Action (What),Action,flaps 1select
A320-Takeoff,A320,44741,0.815684027777778,592,5947,5954,Action (Where),Action,flaps 1
A320-Takeoff,A320,44741,0.815684027777778,593,5966,5992,Action (What),Action,confirm/announce flaps 1
A320-Takeoff,A320,44741,0.815684027777778,594,5966,5982,Action (Where),Action,confirm/announce
A320-Takeoff,A320,44741,0.815684027777778,595,5983,5992,Action (How),Action,flaps 1
A320-Takeoff,A320,44741,0.815684027777778,596,6055,6065,Trigger (What),Trigger,at s speed
A320-Takeoff,A320,44741,0.815684027777778,597,6068,6086,Action (What),Action,order flaps zero
A320-Takeoff,A320,44741,0.815684027777778,598,6068,6073,Action (Where),Action,order
A320-Takeoff,A320,44741,0.815684027777778,599,6074,6086,Action (How),Action,flaps zero
A320-Takeoff,A320,44741,0.815684027777778,600,6089,6106,Action (What),Action,flaps zeroselect
A320-Takeoff,A320,44741,0.815684027777778,601,6089,6099,Action (Where),Action,flaps zero
A320-Takeoff,A320,44741,0.815684027777778,602,6111,6140,Action (What),Action,confirm/announce flaps zero
A320-Takeoff,A320,44741,0.815684027777778,603,6111,6127,Action (Where),Action,confirm/announce
A320-Takeoff,A320,44741,0.815684027777778,604,6128,6140,Action (How),Action,flaps zero
A320-Takeoff,A320,44741,0.815684027777778,605,6148,6183,Waiting (What),Waiting,cruise page replaces ecam eng page
A320-Takeoff,A320,44741,0.815684027777778,606,6148,6159,Waiting (How),Waiting,cruise page
A320-Descentpreparation,A320,44741,0.815539351851852,608,312,370,Action (What),Action,check on ecam cruise page that ldg elev auto is displayed
A320-Descentpreparation,A320,44741,0.815539351851852,609,318,337,Action (Where),Action,on ecam cruise page
A320-Descentpreparation,A320,44741,0.815539351851852,610,412,472,Action (What),Action,check weather reports at alternate and destination airports
A320-Descentpreparation,A320,44741,0.815539351851852,611,564,602,Action (What),Action,insert trans appr star and appr via
A320-Descentpreparation,A320,44741,0.815539351851852,612,603,617,Decide (What),Decide,if applicable
A320-Descentpreparation,A320,44741,0.815539351851852,613,684,722,Action (What),Action,check speeds and altitude constraints
A320-Descentpreparation,A320,44741,0.815539351851852,614,723,760,Action (What),Action,add new speed or altitude constraints
A320-Descentpreparation,A320,44741,0.815539351851852,615,761,773,Decide (What),Decide,if required
A320-Descentpreparation,A320,44741,0.815539351851852,616,799,846,Action (What),Action,enter winds for descent at cruise flight level
A320-Descentpreparation,A320,44741,0.815539351851852,617,847,876,Action (What),Action,modify the cabin descent rate
A320-Descentpreparation,A320,44741,0.815539351851852,618,877,916,Decide (What),Decide,if different pressure rate is required
A320-Descentpreparation,A320,44741,0.815539351851852,619,939,956,Trigger (What),Trigger,prior to descent
A320-Descentpreparation,A320,44741,0.815539351851852,620,957,1002,Action (What),Action,access perf des page and check econ mach/spd
A320-Descentpreparation,A320,44741,0.815539351851852,621,964,977,Action (Where),Action,perf des page
A320-Descentpreparation,A320,44741,0.815539351851852,622,1003,1042,Decide (What),Decide,if a speed otherthan econ is required
A320-Descentpreparation,A320,44741,0.815539351851852,623,1043,1087,Action (What),Action,insert that mach or spd into the econ field
A320-Descentpreparation,A320,44741,0.815539351851852,624,1067,1087,Action (Where),Action,into the econ field
A320-Descentpreparation,A320,44741,0.815539351851852,625,1349,1364,Actor,Actor,the flight crew
A320-Descentpreparation,A320,44741,0.815539351851852,626,1365,1431,Action (What),Action,may delete or modify it if necessary on the vertrev at dest page
A320-Descentpreparation,A320,44741,0.815539351851852,627,1389,1401,Decide (What),Decide,if necessary
A320-Descentpreparation,A320,44741,0.815539351851852,628,1418,1431,Action (Where),Action,at dest page
A320-Descentpreparation,A320,44741,0.815539351851852,629,1608,1660,Action (What),Action,enter the qnh temperature and wind at destination
A320-Descentpreparation,A320,44741,0.815539351851852,630,1891,1951,Action (What),Action,insert the mda  mdh if qfe used  or dh  whichever applies
A320-Descentpreparation,A320,44741,0.815539351851852,631,2150,2192,Action (What),Action,check or modify the landing configuration
A320-Descentpreparation,A320,44741,0.815539351851852,632,2193,2253,Action (What),Action,always select the landing configuration onthe perf app page
A320-Descentpreparation,A320,44741,0.815539351851852,633,2233,2253,Action (Where),Action,onthe perf app page
A320-Descentpreparation,A320,44741,0.815539351851852,634,2256,2265,Actor,Actor,the pilot
A320-Descentpreparation,A320,44741,0.815539351851852,635,2266,2318,Action (What),Action,may choose flap 3 rather than flap full for landing
A320-Descentpreparation,A320,44741,0.815539351851852,636,2319,2460,Decide (What),Decide,depending on theavailable runway length and go-around performance or if windshear/severeturbulence is considered possible on the approach
A320-Descentpreparation,A320,44741,0.815539351851852,637,2540,2638,Action (What),Action,first read the vls conf full value on the perf app page to determine the vappr or use qrh 2 31
A320-Descentpreparation,A320,44741,0.815539351851852,638,2546,2550,Action (How),Action,read
A320-Descentpreparation,A320,44741,0.815539351851852,639,2575,2595,Action (Where),Action,on the perf app page
A320-Descentpreparation,A320,44741,0.815539351851852,640,2641,2682,Action (What),Action,then select conf 3 on the perf app page
A320-Descentpreparation,A320,44741,0.815539351851852,641,2661,2682,Action (Where),Action,on the perf app page
A320-Descentpreparation,A320,44741,0.815539351851852,642,2913,2985,Action (What),Action,check vapp according to the flaps full or flaps 3 selection on the mcdu
A320-Descentpreparation,A320,44741,0.815539351851852,643,2973,2985,Action (Where),Action,on the mcdu
A320-Descentpreparation,A320,44741,0.815539351851852,644,2986,2995,Actor,Actor,the pilot
A320-Descentpreparation,A320,44741,0.815539351851852,645,2996,3012,Action (What),Action,can modify vapp
A320-Descentpreparation,A320,44741,0.815539351851852,646,3234,3279,Action (What),Action,check the thr red alt and acc alt and modify
A320-Descentpreparation,A320,44741,0.815539351851852,647,3280,3293,Decide (What),Decide,if necessary
A320-Descentpreparation,A320,44741,0.815539351851852,648,3315,3327,Action (What),Action,set navaids
A320-Descentpreparation,A320,44741,0.815539351851852,649,3328,3340,Decide (What),Decide,as required
A320-Descentpreparation,A320,44741,0.815539351851852,650,3345,3394,Action (What),Action,check idents on the nds  vor-adf  and pfds  ils
A320-Descentpreparation,A320,44741,0.815539351851852,651,3358,3394,Action (Where),Action,on the nds  vor-adf  and pfds  ils
A320-Descentpreparation,A320,44741,0.815539351851852,652,3395,3437,Decide (What),Decide,if avor/dme exists close to the airfield
A320-Descentpreparation,A320,44741,0.815539351851852,653,3438,3507,Action (What),Action,select it and enter its ident in the brg/dist fieldof the prog page
A320-Descentpreparation,A320,44741,0.815539351851852,654,3490,3507,Action (Where),Action,of the prog page
A320-Descentpreparation,A320,44741,0.815539351851852,655,3715,3741,Trigger (What),Trigger,before the top of descent
A320-Descentpreparation,A320,44741,0.815539351851852,656,3742,3862,Action (What),Action,the sec f-pln should either be set to an alternate runwayfor destination or to the landing runway in case of circling
A320-Descentpreparation,A320,44741,0.815539351851852,657,3746,3755,Action (Where),Action,sec f-pln
A320-Descentpreparation,A320,44741,0.815539351851852,658,3923,3963,Decide (What),Decide,if there is a last-minute runway change
A320-Descentpreparation,A320,44741,0.815539351851852,659,3969,3984,Actor,Actor,the flightcrew
A320-Descentpreparation,A320,44741,0.815539351851852,660,3985,4085,Action (What),Action,only needs to activate the secondary f-pln without forgetting to set the newmda or dh and navaids
A320-Descentpreparation,A320,44741,0.815539351851852,661,4112,4167,Decide (What),Decide,if the pilot plans on landing in flaps 3 configuration
A320-Descentpreparation,A320,44741,0.815539351851852,662,4168,4215,Action (What),Action,the gpws ldg flap 3 switchshould be set to on
A320-Descentpreparation,A320,44741,0.815539351851852,663,4168,4194,Action (Where),Action,the gpws ldg flap 3 switch
A320-Descentpreparation,A320,44741,0.815539351851852,664,4244,4259,Actor,Actor,the flight crew
A320-Descentpreparation,A320,44741,0.815539351851852,665,4260,4323,Action (What),Action,should use fmgs pages as a descent and approach briefing guide
A320-Descentpreparation,A320,44741,0.815539351851852,666,4271,4281,Action (Where),Action,fmgs pages
A320-Descentpreparation,A320,44741,0.815539351851852,667,4324,4375,Action (What),Action,perf page : safe altitude istransition altitude is
A320-Descentpreparation,A320,44741,0.815539351851852,668,4324,4333,Action (Where),Action,perf page
A320-Descentpreparation,A320,44741,0.815539351851852,669,4376,4439,Action (What),Action,rad nav page : ils vor adf and associated crossing altitudes
A320-Descentpreparation,A320,44741,0.815539351851852,670,4376,4388,Action (Where),Action,rad nav page
A320-Descentpreparation,A320,44741,0.815539351851852,671,4440,4490,Action (What),Action,f-pln page : to check star appr missed approach
A320-Descentpreparation,A320,44741,0.815539351851852,672,4440,4450,Action (Where),Action,f-pln page
A320-Descentpreparation,A320,44741,0.815539351851852,673,4491,4494,Action (Where),Action,fma
A320-Descentpreparation,A320,44741,0.815539351851852,674,4491,4525,Action (What),Action,fma : mda/dh  mdh/dh if qfe used
A320-Descentpreparation,A320,44741,0.815539351851852,675,4677,4714,Action (What),Action,fuel page : fuel needed for diversion
A320-Descentpreparation,A320,44741,0.815539351851852,676,4677,4686,Action (Where),Action,fuel page
A320-Descentpreparation,A320,44741,0.815539351851852,677,5092,5119,Trigger (What),Trigger,when clearance is obtained
A320-Descentpreparation,A320,44741,0.815539351851852,678,5120,5164,Action (What),Action,set the atc-cleared altitude  fl  on the fcu
A320-Descentpreparation,A320,44741,0.815539351851852,679,5154,5164,Action (Where),Action,on the fcu
A320-Descentpreparation,A320,44741,0.815539351851852,680,5211,5279,Decide (What),Decide,if the lowest safe altitude is higher than the atc-cleared altitude
A320-Descentpreparation,A320,44741,0.815539351851852,681,5218,5279,Decide (How),Decide,lowest safe altitude is higher than the atc-cleared altitude
A320-Descentpreparation,A320,44741,0.815539351851852,682,5280,5328,Action (What),Action,check with the atcthat this constraint applies
A320-Descentpreparation,A320,44741,0.815539351851852,683,5329,5348,Decide (What),Decide,if it is confirmed
A320-Descentpreparation,A320,44741,0.815539351851852,684,5349,5391,Action (What),Action,set the fcu altitude to the safe altitude
A320-Descentpreparation,A320,44741,0.815539351851852,685,5357,5369,Action (Where),Action,fcu altitude
A320-Descentpreparation,A320,44741,0.815539351851852,686,5392,5443,Trigger (What),Trigger,until it is safe to go to theatc-cleared altitude
A320-Descentpreparation,A320,44741,0.815539351851852,687,5474,5489,Trigger (What),Trigger,during descent
A320-Descentpreparation,A320,44741,0.815539351851852,688,5490,5513,Action (What),Action,eng anti ice must be on
A320-Descentpreparation,A320,44741,0.815539351851852,689,5514,5552,Trigger (What),Trigger,when icing conditions are encountered
A320-Descentpreparation,A320,44741,0.815539351851852,691,6110,6126,Action (What),Action,descentinitiate
A320-Descentpreparation,A320,44741,0.815539351851852,692,6238,6270,Decide (What),Decide,if atc requires an early descent
A320-Descentpreparation,A320,44741,0.815539351851852,693,6241,6244,Decide (Where),Decide,atc
A320-Descentpreparation,A320,44741,0.815539351851852,694,6245,6270,Verification (How),Verification,requires an early descent
A320-Descentpreparation,A320,44741,0.815539351851852,695,6273,6397,Action (What),Action,use des mode which will guide the aircraft down at a lower vertical speed in order toconverge on the required descent path
A320-Descentpreparation,A320,44741,0.815539351851852,696,6398,6408,Actor,Actor,the pilot
A320-Descentpreparation,A320,44741,0.815539351851852,697,6409,6440,Action (What),Action,may use a v/s of - 1000 ft/mn
A320-Descentpreparation,A320,44741,0.815539351851852,698,6441,6466,Decide (What),Decide,if atc delays the descent
A320-Descentpreparation,A320,44741,0.815539351851852,699,6441,6447,Waiting (Where),Waiting,if atc
A320-Descentpreparation,A320,44741,0.815539351851852,700,6448,6466,Verification (How),Verification,delays the descent
A320-Descentpreparation,A320,44741,0.815539351851852,701,6469,6501,Trigger (What),Trigger,beyond tod a decelerate message
A320-Descentpreparation,A320,44741,0.815539351851852,702,6502,6510,Trigger (How),Trigger,comes up
A320-Descentpreparation,A320,44741,0.815539351851852,703,6511,6531,Trigger (Where),Trigger,on the pfd and mcdu
A320-Descentpreparation,A320,44741,0.815539351851852,704,6549,6557,Actor,Actor,the crew
A320-Descentpreparation,A320,44741,0.815539351851852,705,6566,6611,Action (What),Action,starts reducing speed towards green dot speed
A320-Descentpreparation,A320,44741,0.815539351851852,706,6635,6659,Trigger (What),Trigger,when cleared to descend
A320-Descentpreparation,A320,44741,0.815539351851852,707,6660,6702,Action (What),Action,select des mode with managed speed active
A320-Descentpreparation,A320,44741,0.815539351851852,709,6746,6792,Action (What),Action,pf mcdu should be set to prog or perf des page
A320-Descentpreparation,A320,44741,0.815539351851852,710,6746,6753,Action (Where),Action,pf mcdu
A320-Descentpreparation,A320,44741,0.815539351851852,711,7021,7027,Actor,Actor,the pf
A320-Descentpreparation,A320,44741,0.815539351851852,712,7028,7071,Action (What),Action,usually makes any required f-pln revisions
A320-Descentpreparation,A320,44741,0.815539351851852,713,7375,7399,Trigger (What),Trigger,when flying in nav mode
A320-Descentpreparation,A320,44741,0.815539351851852,714,7400,7413,Action (What),Action,use des mode
A320-Descentpreparation,A320,44741,0.815539351851852,716,8550,8599,Action (What),Action,increase descent speed  by use of selected speed
A320-Descentpreparation,A320,44741,0.815539351851852,717,8600,8626,Decide (What),Decide,if comfort and atc permit
A320-Descentpreparation,A320,44741,0.815539351851852,718,8615,8618,Decide (Where),Decide,atc
A320-Descentpreparation,A320,44741,0.815539351851852,719,8698,8738,Action (What),Action,maintain high speed as long as possible
A320-Descentpreparation,A320,44741,0.815539351851852,720,8953,9000,Decide (What),Decide,if the aircraft goes below the desired profile
A320-Descentpreparation,A320,44741,0.815539351851852,721,8960,9000,Decide (How),Decide,aircraft goes below the desired profile
A320-Descentpreparation,A320,44741,0.815539351851852,722,9001,9058,Action (What),Action,use speed and the v/s mode to adjust therate of descent
